Source,RA_ICRS,DE_ICRS,pmRA,pmDE,Gmag,BPmag,RPmag
6086816553696982272,201.17709624208,-46.4509702542,-10.415,-10.744,19.464903,20.758444,18.238077
6086816557992792704,201.17824679712,-46.44790261155,-5.491,-2.569,20.176096,20.69676,19.599777
6086816553697002624,201.17597487601,-46.44527760949,-3.759,0.124,19.241428,20.134882,18.330307
6086816557993962240,201.1612226323,-46.45108723371,,,20.674845,21.056574,19.7315
6086816553696984320,201.16373158399,-46.45024825742,-3.231,-0.233,18.67524,19.046139,18.130018
6086816553696987008,201.16640340971,-46.4494937048,-5.744,-0.291,19.58519,20.049656,19.001421
6086816553696021120,201.16570599298,-46.44435928372,-8.231,-3.937,20.211718,20.875193,19.33648
6086816553697002752,201.17141978277,-46.44502613673,-6.637,-1.932,19.537199,20.276136,18.807156
6086816557997796096,201.17603898409,-46.44158648938,-3.285,1.319,16.618212,17.008587,16.063332
6086816592353688320,201.1376438733,-46.45474937243,,,20.655315,21.054632,20.563189
6086816588056718976,201.14966573332,-46.45100975154,-11.335,-3.879,18.878405,19.453987,18.181824
6086816592353698944,201.15366787691,-46.44714615515,,,20.750593,21.176289,19.551256
6086816588056708096,201.13648300673,-46.4545832626,-4.3,-2.436,19.874025,20.309427,19.452192
6086816592353689216,201.13445346811,-46.44926114036,,,20.836096,20.349072,20.010685
6086816588056730880,201.13771463291,-46.4471597065,-9.009,0.544,20.083447,20.732325,19.362717
6086816592354697600,201.14558296276,-46.44761753375,,,20.756844,21.055256,19.557781
6086816588056730752,201.14773168735,-46.44763466471,-6.513,-1.519,19.29866,20.189621,18.43085
6086816588056745472,201.15177463478,-46.44356498996,-15.79,1.192,18.071157,18.485987,17.51216
6086816588056763008,201.15200894701,-46.43754327627,-5.947,-0.017,20.185055,20.686037,19.53607
6086816622416499200,201.16399651382,-46.43822902595,-6.489,-2.431,19.350843,19.626392,18.904993
