Source,RA_ICRS,DE_ICRS,pmRA,pmDE,Gmag,BPmag,RPmag
6083501152483872896,201.59334242549,-47.93197216051,-3.675,-6.818,20.088009,20.490976,19.464233
6083477680483049088,201.5807391657,-47.93165812187,-3.127,-6.065,19.523514,19.917555,19.04979
6083477680483069184,201.5889958497,-47.92559126198,-3.061,-6.404,18.720581,19.11146,18.221203
6083477719151081728,201.51788802835,-47.95912178401,-3.664,-6.736,18.67235,19.077261,18.163816
6083477714842703104,201.52103312392,-47.9570646057,-3.011,-6.869,18.843954,19.210945,18.363005
6083477714842710528,201.52101759384,-47.95446249135,-3.723,-6.922,19.883177,20.525135,19.368803
6083477714842722560,201.52020817494,-47.94996192961,-3.771,-6.973,19.817837,20.148535,19.333984
6083477714852417408,201.52482596097,-47.94857612882,-2.541,-6.761,18.174082,18.425562,17.555658
6083477719135271680,201.52406346885,-47.94905151005,-3.171,-7.073,19.397243,,
6083477753501949824,201.53177633099,-47.95415464945,-2.134,-5.536,20.550959,21.006931,19.970215
6083477753501955328,201.53063222339,-47.94743097046,-2.901,-8.147,20.344805,20.846626,19.946196
6083477753510958592,201.53527468668,-47.94032229698,-2.109,-6.51,20.192724,20.860651,19.611715
6083477822214492160,201.52309634447,-47.93935296299,-3.531,-6.002,19.544195,19.953688,18.884068
6083477822221438080,201.5238834774,-47.93526581053,-4.457,-7.357,20.435596,20.887129,19.756132
6083477817921999232,201.52892254638,-47.93137631843,-3.565,-6.756,19.702753,20.102972,19.19317
6083477817922010624,201.52806054184,-47.92834776348,-2.569,-5.976,19.279985,19.777437,18.714539
6083477856590176128,201.55324064963,-47.94050327631,-2.663,-6.704,14.261635,14.784103,13.575875
6083477852281715456,201.55827831181,-47.93843815118,-3.087,-6.466,18.758152,19.13135,18.2986
6083477856581214592,201.55678539779,-47.93448778381,-1.784,-7.606,20.429413,21.108604,19.986069
6083477852281742976,201.56396398408,-47.93077020893,-2.624,-6.15,19.425045,19.870356,18.95971
6083477852283609728,201.55216849752,-47.93515083018,-3.256,-6.594,20.682823,20.99775,19.884596
6083477886641512704,201.58441236011,-47.92172647516,-3.603,-6.425,19.578281,20.01108,19.056864
6083477890941000960,201.58260989802,-47.91963055917,-2.188,-6.697,20.4796,21.023499,19.897839
6083477890940982272,201.56611232563,-47.92025404102,-2.771,-7.279,20.296047,20.920593,19.728746
6083477921001211904,201.54457329885,-47.93214125147,-3.551,-6.147,19.223494,19.550385,18.684927
6083477925309655296,201.55229553279,-47.92625268158,-3.107,-6.852,20.39691,19.94792,19.539644
6083477921001241088,201.5473102738,-47.92633079801,-3.365,-6.183,19.692564,20.042099,19.197294
6083477921001261824,201.55749649992,-47.91821282347,-3.615,-6.579,18.8586,19.205894,18.377386
6083477921001232384,201.54093843308,-47.92690030817,-3.675,-6.693,18.036657,18.36734,17.548952
6083477959669398016,201.57087132128,-47.90637592531,-2.823,-6.768,17.568172,17.92647,17.059925
6083478127158620800,201.47455106595,-47.95286457061,-2.974,-6.564,13.380918,13.932202,12.666599
6083478165827685376,201.495723917,-47.94149871087,-2.288,-5.53,18.067812,19.640684,16.891258
6083478165827685760,201.49644336004,-47.94067690368,-2.362,-5.408,17.14565,18.40763,16.045788
6083478195879083136,201.45991226902,-47.94171411904,-3.385,-6.445,16.973034,17.392517,16.36416
6083478200178493696,201.46506309736,-47.94294202116,-3.66,-6.834,20.68145,21.424469,20.255257
6083478230238834560,201.48137449042,-47.93774004129,-3.205,-6.194,19.683044,20.068546,19.102388
6083478230238861312,201.48465846763,-47.93039092572,-2.813,-6.091,18.74967,19.201662,18.266317
6083478234547167104,201.48593502331,-47.92361059996,-3.54,-7.219,18.723211,19.115643,18.226824
6083478298958291584,201.44720974838,-47.94367661619,-2.631,-6.83,18.480392,18.890764,17.96984
6083478303257684096,201.4400526833,-47.9450962185,-3.041,-8.389,20.52342,20.68329,19.980408
6083478298960201088,201.43889548782,-47.94339133199,-3.726,-6.761,20.411743,21.069107,20.028326
6083478303266639616,201.44642750991,-47.93821293373,-3.062,-7.322,18.685537,18.999304,18.165913
6083478298958303360,201.4389729789,-47.93944005315,-3.594,-6.678,19.280489,19.698101,18.753317
6083478333318048640,201.41952543783,-47.93697094469,-2.974,-6.911,17.807535,18.126175,17.34683
6083478337626377728,201.41381293786,-47.9386413812,-3.649,-4.964,20.171415,20.771002,19.539103
6083478371977160448,201.42944243107,-47.93648392398,-3.438,-6.351,20.570894,20.937016,19.920177
6083478367677800448,201.44169020531,-47.93410937296,-3.528,-6.9,18.131939,18.510746,17.637566
6083478367677791360,201.42279576274,-47.93568555094,-3.501,-7.273,19.842543,20.294996,19.34741
